timestamp,packet_size,src_ip,dst_ip,protocol,src_port,dst_port,time_sec,packets_per_sec
1721899986.125034,260,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.149906,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.197839,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.21415,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.235292,293,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.2573,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.275845,265,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.28713,255,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.327556,272,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.346134,284,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.362922,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.405418,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.422863,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.44431,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.45624,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.488391,270,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.499584,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.528969,262,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.542157,263,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.56936,306,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.610633,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.62239,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.649712,265,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.688661,277,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.699892,252,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.721519,285,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.741932,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.755344,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.778279,263,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.927579,300,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.94694,1141,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.976737,274,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899986.991747,475,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899986,38
1721899987.02725,285,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.058334,285,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.077991,271,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.088285,271,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.119295,274,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.13827,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.195339,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.226018,494,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.238635,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.249875,244,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.290861,299,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.340856,270,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.362343,497,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.49947,258,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.512011,1341,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.526213,288,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.541737,261,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.574414,284,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.58856,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.615796,276,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.657142,286,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.672003,287,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.69037,290,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.702586,266,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.736803,273,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.749491,273,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.773227,298,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.797982,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.831409,251,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.865111,270,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.880559,274,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.904728,284,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.917044,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.94355,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.958306,274,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899987.98491,259,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899987,36
1721899988.027428,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.041654,266,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.067401,286,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.082889,261,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.113332,289,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.123627,2962,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.132395,790,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.156177,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.175296,2610,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.190611,290,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.201599,270,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.231355,256,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.246614,491,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.278917,258,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.278918,2962,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.293559,314,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.322389,290,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.335646,550,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.372021,288,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.384199,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.388125,652,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.399516,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.413218,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.450285,277,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.464856,492,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.489953,242,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.503345,2962,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.507382,261,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.527195,301,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.541709,251,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.552606,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.568718,292,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.582631,464,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.617682,251,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.655212,2388,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.6705,499,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.700988,278,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.700989,1514,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.723971,170,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.736516,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.748756,268,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.761001,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.780084,274,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.791273,154,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.807031,290,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.825367,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.865416,620,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.887327,496,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.909965,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.911401,1274,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.912621,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.920816,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.926585,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899988,57
1721899988.926585,461,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.948266,1186,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.95967,765,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899988.991188,301,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899988,57
1721899989.011008,342,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.031522,289,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.066962,1319,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.078281,504,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.114964,173,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.126809,599,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.155751,289,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.17532,1374,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.198152,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.210008,236,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.221415,273,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.232577,278,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.280033,252,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.297264,482,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.328682,1206,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.342733,706,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.37073,286,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.384142,319,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.396078,292,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.409282,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.420913,1376,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.441201,258,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.486282,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.497697,537,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.531461,230,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.544222,1202,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.565399,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.586199,945,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.597636,261,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.608733,273,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.629776,130,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.645869,286,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.664206,275,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.692091,148,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.708351,484,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.741767,833,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.752635,628,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.784497,292,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.796838,394,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.818726,284,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.853223,482,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.875835,268,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.89858,272,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.907151,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.90816,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.910813,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.911799,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.915435,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.915436,2962,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.918225,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.919131,461,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.961563,260,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.961564,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899989,55
1721899989.973861,361,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899989.991663,275,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899989,55
1721899990.009271,2962,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.010744,1274,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.021019,564,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.031959,276,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.05457,1666,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.066236,283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.0771,264,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.122093,4170,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.124228,1514,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.134284,1283,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.152973,285,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.164252,4170,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.167216,1514,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.174561,571,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.196234,287,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.208557,1935,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.219256,281,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.242722,263,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.281205,4170,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.291602,1298,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.320866,2043,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.322354,1514,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.332051,1046,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.363299,275,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.375418,4154,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.386408,280,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.407819,282,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.419546,1712,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.430359,279,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.441654,278,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
1721899990.48581,4170,10.0.0.1,10.0.0.2,TCP,1935,35012,1721899990,64
1721899990.496823,760,10.0.0.1,10.0.0.2,RTMPT,1935,35012,1721899990,64
